speciesCode,comName,taxonOrder,familyCode
"easmog2","Black-headed Mountain Greenbul",24360.0,"pycnon4"
"easmog3","Yellow-throated Mountain Greenbul",24369.0,"pycnon4"
"easmog4","Black-browed Mountain Greenbul",24364.0,"pycnon4"
"easmog5","Kikuyu Mountain Greenbul",24359.0,"pycnon4"
"easmog6","Uluguru Mountain Greenbul",24363.0,"pycnon4"
"easnic1","Eastern Nicator",22844.0,"nicato1"
"easowl1","Eastern Screech-Owl",8866.0,"strigi1"
"easpho","Eastern Phoebe",17007.0,"tyrann2"
"easple1","Eastern Plantain-eater",2980.0,"musoph1"
"easros1","Eastern Rosella",12492.0,"psitta4"
"easros5","Eastern Rosella (Domestic type)",12496.0,"psitta4"
"eassco1","Eastern Screech-Owl (Northern)",8867.0,"strigi1"
"eassco2","Eastern Screech-Owl (McCall's)",8873.0,"strigi1"
"easspi1","Eastern Spinebill",17706.0,"meliph3"
"eastow","Eastern Towhee",33415.0,"passer3"
"eastow1","Eastern Towhee (Red-eyed)",33416.0,"passer3"
"eastow2","Eastern Towhee (White-eyed)",33419.0,"passer3"
"easwah1","Eastern Wattled-Honeyeater",18151.0,"meliph3"
"easwar1","Eastern Subalpine Warbler",25359.0,"sylvii1"
"easwhi1","Eastern Whipbird",18972.0,"psopho1"
"easwpw1","Eastern Whip-poor-will",3614.0,"caprim2"
"eatpin1","Eaton's Pintail",603.0,"anatid1"
"eawpew","Eastern Wood-Pewee",16924.0,"tyrann2"
"eawvir1","Eastern Warbling Vireo",19245.0,"vireon1"
"eayrob1","Eastern Yellow Robin (Wet Tropics)",21862.0,"petroi2"
"eayrob2","Eastern Yellow Robin (Southeastern)",21863.0,"petroi2"
"eaywag","Eastern Yellow Wagtail",31700.0,"motaci1"
"eaywag1","Western Yellow Wagtail",31682.0,"motaci1"
"eaywag2","Eastern Yellow Wagtail (Eastern)",31701.0,"motaci1"
"ebomyz1","Bismarck Black Myzomela",18025.0,"meliph3"
"ebopar1","Emperor Bird-of-Paradise",20647.0,"paradi7"
"ecgdov1","Ecuadorian Ground Dove",2275.0,"columb2"
"eclpar","eclectus sp.",12314.0,"psitta4"
"eclpar1","Moluccan Eclectus",12302.0,"psitta4"
"eclpar2","Sumba Eclectus",12305.0,"psitta4"
"eclpar3","Tanimbar Eclectus",12306.0,"psitta4"
"eclpar4","Papuan Eclectus",12307.0,"psitta4"
"ecucac1","Ecuadorian Cacique",33643.0,"icteri1"
"ecuhil1","Ecuadorian Hillstar",4487.0,"trochi1"
"ecupic1","Ecuadorian Piculet",11037.0,"picida1"
"ecupie1","Ecuadorian Piedtail",4458.0,"trochi1"
"ecutap1","Ecuadorian Tapaculo",14450.0,"rhinoc1"
"ecuthr1","Ecuadorian Thrush",28766.0,"turdid1"
"ecutyr1","Ecuadorian Tyrannulet",16278.0,"tyrann2"
"edcsun1","Forest Double-collared Sunbird",30385.0,"nectar1"
"edcsun3","Eastern Double-collared Sunbird",30383.0,"nectar1"
"edcsun4","Usambara Double-collared Sunbird",30384.0,"nectar1"
"edfpar1","Edwards's Fig-Parrot",12550.0,"psitta4"
"ednswi1","White-nest Swiftlet (White-nest)",4063.0,"apodid1"
"edolis1","Edolisoma sp.",18948.0,"campep2"
"edwphe1","Edwards's Pheasant",1526.0,"phasia1"
"egrett1","Egretta sp.",7664.0,"ardeid1"
"egwtea1","Green-winged Teal (Eurasian)",613.0,"anatid1"
"egygoo","Egyptian Goose",417.0,"anatid1"
"egynig1","Egyptian Nightjar",3651.0,"caprim2"
"egyplo1","Egyptian Plover",5761.0,"pluvia1"
"egyvul1","Egyptian Vulture",7862.0,"accipi1"
"eiamon1","Eiao Monarch",20805.0,"monarc2"
"eider","King/Common Eider",725.0,"anatid1"
"eider1","eider sp.",726.0,"anatid1"
"elaeni1","elaenia sp. (genus Elaenia)",16745.0,"tyrann2"
"elblar1","Eastern Long-billed Lark",22360.0,"alaudi1"
"elctin1","Elegant Crested-Tinamou",49.0,"tinami1"
"elecre1","Elegant Crescentchest",14151.0,"melano2"
"elecrt11","Elegant Crested-Tinamou (Northern)",50.0,"tinami1"
"elecrt12","Elegant Crested-Tinamou (Southern)",54.0,"tinami1"
"eleeup1","Elegant Euphonia",31977.0,"fringi1"
"elefal1","Eleonora's Falcon",12060.0,"falcon1"
"elepai","Hawaii Elepaio",20796.0,"monarc2"
"elepai1","Hawaii Elepaio (Kona coast)",20797.0,"monarc2"
"elepai2","Hawaii Elepaio (Hilo coast)",20799.0,"monarc2"
"elepai3","Hawaii Elepaio (Mauna Kea)",20798.0,"monarc2"
"elepai4","Oahu Elepaio",20801.0,"monarc2"
"elepai5","Kauai Elepaio",20800.0,"monarc2"
"elepar1","Elegant Parrot",12439.0,"psitta4"
"elepit2","Ornate Pitta",13413.0,"pittid1"
"elepit6","Banda Sea Pitta",13418.0,"pittid1"
"elepit7","Elegant Pitta",13414.0,"pittid1"
"elequa","Elegant Quail",1088.0,"odonto1"
"elesun1","Elegant Sunbird",30506.0,"nectar1"
"eleter1","Elegant Tern",6780.0,"larida1"
"eletit2","Elegant Tit",21985.0,"parida1"
"eletro1","Coppery-tailed Trogon",9569.0,"trogon1"
"eletro2","Elegant Trogon",9573.0,"trogon1"
"elewoo1","Elegant Woodcreeper",14814.0,"furnar2"
"elfowl","Elf Owl",9095.0,"strigi1"
"elipig1","Elegant Imperial-Pigeon",2770.0,"columb2"
"elllau1","Elliot's Laughingthrush",26464.0,"leioth1"
"ellphe1","Elliot's Pheasant",1469.0,"phasia1"
"ellstp1","Elliot's Storm-Petrel (Galapagos)",7021.0,"oceani2"
"ellstp2","Elliot's Storm-Petrel (Humboldt)",7022.0,"oceani2"
"ellwoo1","Elliot's Woodpecker",11284.0,"picida1"
"ellwoo2","Elliot's Woodpecker (Elliot's)",11285.0,"picida1"
"ellwoo3","Elliot's Woodpecker (Johnston's)",11286.0,"picida1"
"elopar1","El Oro Parakeet",13062.0,"psitta3"
"eluant1","Elusive Antpitta",14233.0,"gralla2"
"elwwar1","Elfin-woods Warbler",34055.0,"paruli1"
"emberi1","Emberiza sp.",32844.0,"emberi2"
"embpuf1","Emerald-bellied Puffleg",4600.0,"trochi1"
"emchum1","Emerald-chinned Hummingbird",4935.0,"trochi1"
"emedov1","Asian/Pacific Emerald Dove",2174.0,"columb2"
"emedov2","Asian Emerald Dove",2162.0,"columb2"
"emedov3","Pacific Emerald Dove",2169.0,"columb2"
"emesta1","Emerald Starling",27984.0,"sturni1"
"emetan1","Emerald Tanager",35127.0,"thraup2"
"emetou2","Northern Emerald-Toucanet (Emerald)",10838.0,"rampha1"
"emetou3","Northern Emerald-Toucanet (Wagler's)",10837.0,"rampha1"
"emetou4","Northern Emerald-Toucanet (Blue-throated)",10843.0,"rampha1"
"emetou5","Northern Emerald-Toucanet (Violet-throated)",10844.0,"rampha1"
"emetou6","Southern Emerald-Toucanet (Santa Marta)",10846.0,"rampha1"
"emetou7","Southern Emerald-Toucanet (Andean)",10848.0,"rampha1"
"emetou8","Southern Emerald-Toucanet (Black-throated)",10852.0,"rampha1"
"emetou9","Southern Emerald-Toucanet (Gray-throated)",10847.0,"rampha1"
"emishr1","Emin's Shrike",21065.0,"laniid1"
"emlwar1","Emei Leaf Warbler",24934.0,"phyllo4"
"empbri1","Empress Brilliant",4710.0,"trochi1"
"empfai1","Emperor Fairywren",17645.0,"maluri1"
"empgoo","Emperor Goose",266.0,"anatid1"
"empido","Empidonax sp.",16997.0,"tyrann2"
"emppen1","Emperor Penguin",6940.0,"spheni1"
"emu1","Emu",15.0,"casuar1"
"engcud1","Enggano Cuckoo-Dove",2122.0,"columb2"
"engmyn1","Common Hill Myna (Enggano)",27810.0,"sturni1"
"engthr1","Enggano Thrush",28396.0,"turdid1"
"ensowl1","Enggano Scops-Owl",8744.0,"strigi1"
"epaori1","Epaulet Oriole",33706.0,"icteri1"
"epaori2","Epaulet Oriole (Moriche)",33707.0,"icteri1"
"epaori3","Epaulet Oriole (Epaulet)",33708.0,"icteri1"
"epaori4","Variable Oriole",33709.0,"icteri1"
"epinec1","stipplethroat sp.",13714.0,"thamno3"
"equaka1","Equatorial Akalat",29324.0,"muscic3"
"equant1","Equatorial Antpitta",14277.0,"gralla2"
"equgra1","Equatorial Graytail",15464.0,"furnar2"
"ercfra","Erckel's Spurfowl",1816.0,"phasia1"
"eremom1","eremomela sp.",22972.0,"cistic2"
"erllar1","Blanford's Lark (Erlanger's)",22766.0,"alaudi1"
"errswa1","Eastern Red-rumped Swallow (Daurian)",24240.0,"hirund2"
"erthaw1","Red-tailed Hawk (borealis)",8512.0,"accipi1"
"erttyr1","Eye-ringed Tody-Tyrant",16350.0,"tyrann2"
"erythr1","Erythropitta sp.",13346.0,"pittid1"
"eskcur","Eskimo Curlew",6020.0,"scolop2"
"esmant1","Esmeraldas Antbird",14031.0,"thamno3"
"esmwoo2","Esmeraldas Woodstar",4788.0,"trochi1"
"estfin1","estrildid finch sp.",31441.0,"estril1"
"eswdov1","Emerald-spotted Wood-Dove",2151.0,"columb2"
"ethmar1","Ethiopian Martin (undescribed form)",24044.0,"hirund2"
"ethswa1","Ethiopian Swallow",24203.0,"hirund2"
"ettwoo1","Eurasian Three-toed Woodpecker",11209.0,"picida1"
"ettwoo2","Eurasian Three-toed Woodpecker (Eurasian)",11210.0,"picida1"
"ettwoo3","Eurasian Three-toed Woodpecker (Dark-bodied)",11215.0,"picida1"
"eubeat1","European Bee-eater",9829.0,"meropi1"
"eucdov","Eurasian Collared-Dove",2031.0,"columb2"
"euchre1","Euchrepomis sp.",13444.0,"thamno3"
"eudyna1","Eudynamys sp.",3292.0,"cuculi1"
"eueowl1","Eurasian Eagle-Owl",8944.0,"strigi1"
"eugori2","Eurasian Golden Oriole",19629.0,"orioli1"
"eugplo","European Golden-Plover",5812.0,"charad1"
"eugwoo1","Eurasian x Iberian Green Woodpecker (hybrid)",11681.0,"picida1"
"eugwoo2","Eurasian Green Woodpecker",11673.0,"picida1"
"euhbuz1","European Honey-buzzard",7905.0,"accipi1"
"euhgul1","European Herring Gull",6545.0,"larida1"
"eulfly1","Euler's Flycatcher",16870.0,"tyrann2"
"eulfly2","Euler's Flycatcher (Lawrence's)",16871.0,"tyrann2"
"eulfly3","Euler's Flycatcher (Euler's)",16875.0,"tyrann2"
"eunhon1","Eungella Honeyeater",17857.0,"meliph3"
"eupfly1","European Pied Flycatcher",29558.0,"muscic3"
"euphon1","euphonia sp.",32071.0,"fringi1"
"euplec1","Euplectes sp.",30996.0,"plocei1"
"eupowl1","Eurasian Pygmy-Owl",9004.0,"strigi1"
"euptit1","Eurasian Penduline-Tit",22276.0,"remizi1"
"eurbla","Eurasian Blackbird",28500.0,"turdid1"
"eurbla2","Indian Blackbird",28474.0,"turdid1"
"eurbul","Eurasian Bullfinch",32251.0,"fringi1"
"eurbul1","Azores Bullfinch",32250.0,"fringi1"
"eurbul2","Eurasian Bullfinch (Eurasian)",32252.0,"fringi1"
"eurbul3","Eurasian Bullfinch (Baikal)",32259.0,"fringi1"
"eurcod2","Burmese Collared-Dove",2034.0,"columb2"
"eurcoo","Eurasian Coot",5487.0,"rallid1"
"eurcrm1","Eurasian Crag-Martin",24142.0,"hirund2"
"eurcur","Eurasian Curlew",6026.0,"scolop2"
"eurdot","Eurasian Dotterel",5826.0,"charad1"
"eurgol","European Goldfinch",32552.0,"fringi1"
"eurgol2","Gray-crowned Goldfinch",32563.0,"fringi1"
"eurgre1","European Greenfinch",32336.0,"fringi1"
"eurgri1","Eurasian Griffon",7947.0,"accipi1"
"eurhob","Eurasian Hobby",12073.0,"falcon1"
"eurhoo1","Common Hoopoe (Eurasian)",9605.0,"upupid1"
"eurhoo2","Common Hoopoe (African)",9614.0,"upupid1"
"eurhoo3","Common Hoopoe (Central African)",9611.0,"upupid1"
"eurill1","Eurillas sp.",24401.0,"pycnon4"
"eurjac","Eurasian Jackdaw",21514.0,"corvid1"
"eurjay1","Eurasian Jay",21339.0,"corvid1"
"eurjay2","Eurasian Jay (Eurasian)",21340.0,"corvid1"
"eurjay3","Eurasian Jay (Black-capped)",21355.0,"corvid1"
"eurjay4","Eurasian Jay (Black-crowned)",21361.0,"corvid1"
"eurjay5","Eurasian Jay (Iranian)",21365.0,"corvid1"
"eurjay6","Eurasian Jay (Brandt's)",21366.0,"corvid1"
"eurjay7","Eurasian Jay (Himalayan)",21371.0,"corvid1"
"eurjay8","Eurasian Jay (White-faced)",21378.0,"corvid1"
"eurjay9","Eurasian Jay (Japanese)",21381.0,"corvid1"
"eurkes","Eurasian Kestrel",11993.0,"falcon1"
"eurkes1","Rock Kestrel",12009.0,"falcon1"
"eurkes2","Eurasian Kestrel (Eurasian)",11994.0,"falcon1"
"eurkes3","Eurasian Kestrel (Canary Is.)",12001.0,"falcon1"
"eurkes4","Eurasian Kestrel (Cape Verde)",12004.0,"falcon1"
"eurkes5","Eurasian Kestrel (Rufescent)",12007.0,"falcon1"
"eurlin1","Eurasian Linnet",32472.0,"fringi1"
"eurmag1","Eurasian Magpie",21467.0,"corvid1"
"eurmag2","Eurasian Magpie (Iberian)",21468.0,"corvid1"
"eurmag3","Maghreb Magpie",21463.0,"corvid1"
"eurmag4","Eurasian Magpie (Eurasian)",21469.0,"corvid1"
"eurmag5","Asir Magpie",21464.0,"corvid1"
"eurmag6","Black-rumped Magpie",21465.0,"corvid1"
"eurmag7","Eurasian Magpie (Kamchatkan)",21474.0,"corvid1"
"eurnig1","Eurasian Nightjar",3639.0,"caprim2"
"eurnut1","Northern/Southern Nutcracker",21496.0,"corvid1"
"eurnut10","Eurasian Nuthatch (White-bellied)",26977.0,"sittid1"
"eurnut2","Eurasian Nuthatch",26966.0,"sittid1"
"eurnut3","Northern Nutcracker",21485.0,"corvid1"
"eurnut4","Southern Nutcracker",21490.0,"corvid1"
"eurnut6","Siberian Nuthatch",26954.0,"sittid1"
"eurnut7","Eurasian Nuthatch (Buff-bellied)",26984.0,"sittid1"
"eurnut8","Eurasian Nuthatch (Chinese)",26990.0,"sittid1"
"eurnut9","Eurasian Nuthatch (Western)",26967.0,"sittid1"
"euroys1","Eurasian Oystercatcher",5786.0,"haemat1"
"euroys2","Eurasian Oystercatcher (Western)",5787.0,"haemat1"
"euroys3","Eurasian Oystercatcher (Far Eastern)",5790.0,"haemat1"
"eurrew1","Common Reed Warbler (Common)",23677.0,"acroce2"
"eurrew2","Common Reed Warbler (Caspian)",23678.0,"acroce2"
"eurrob1","European Robin",29253.0,"muscic3"
"eurrol1","European Roller",10328.0,"coraci1"
"eursco1","Eurasian Scops-Owl",8747.0,"strigi1"
"eursco3","Cyprus Scops-Owl",8753.0,"strigi1"
"eurser1","European Serin",32572.0,"fringi1"
"eursha1","European Shag",7418.0,"phalac1"
"eursha2","European Shag (Atlantic)",7419.0,"phalac1"
"eursha3","European Shag (Mediterranean)",7420.0,"phalac1"
"eursha4","European Shag (Moroccan)",7421.0,"phalac1"
"eursis","Eurasian Siskin",32594.0,"fringi1"
"eursky1","Eurasian Skylark (Far Eastern)",22629.0,"alaudi1"
"eurspa1","Eurasian Sparrowhawk",8245.0,"accipi1"
"eurspo1","Eurasian Spoonbill",7524.0,"thresk1"
"eursta","European Starling",27813.0,"sturni1"
"eurstp1","European Storm-Petrel (British)",7047.0,"hydrob1"
"eurstp2","European Storm-Petrel (Mediterranean)",7048.0,"hydrob1"
"eurtre1","Eurasian Treecreeper",27010.0,"certhi2"
"eurtre3","Hodgson's Treecreeper",27021.0,"certhi2"
"eurwar1","Common Reed Warbler",23676.0,"acroce2"
"eurwar2","River Warbler",23800.0,"locust5"
"eurwar3","Common Reed Warbler (Siwa)",23680.0,"acroce2"
"eurwig","Eurasian Wigeon",512.0,"anatid1"
"eurwoo","Eurasian Woodcock",6065.0,"scolop2"
"eurwre1","Eurasian Wren (Iceland)",27259.0,"troglo1"
"eurwre2","Eurasian Wren (Faroe)",27260.0,"troglo1"
"eurwre3","Eurasian Wren (Shetland)",27261.0,"troglo1"
"eurwre4","Eurasian Wren (Hebridean)",27262.0,"troglo1"
"eurwre5","Eurasian Wren (Fair Isle)",27263.0,"troglo1"
"eurwre6","Eurasian Wren (St. Kilda)",27264.0,"troglo1"
"eurwre7","Eurasian Wren (British)",27265.0,"troglo1"
"eurwre8","Eurasian Wren (Eurasian)",27266.0,"troglo1"
"eurwry","Eurasian Wryneck",11003.0,"picida1"
"eutdov","European Turtle-Dove",2015.0,"columb2"
"eutkne1","Eurasian Thick-knee",5751.0,"burhin2"
"eutspa","Eurasian Tree Sparrow",31603.0,"passer4"
"evegro","Evening Grosbeak",32085.0,"fringi1"
"evegro1","Evening Grosbeak (Northwestern or type 1)",32086.0,"fringi1"
"evegro2","Evening Grosbeak (Sierra Nevada or type 2)",32087.0,"fringi1"
"evegro3","Evening Grosbeak (Eastern or type 3)",32089.0,"fringi1"
"evegro4","Evening Grosbeak (Rocky Mountains or type 4)",32088.0,"fringi1"
"evegro5","Evening Grosbeak (Mexican or type 5)",32090.0,"fringi1"
"evesco1","Everett's Scops-Owl",8712.0,"strigi1"
"evethr1","Everett's Thrush",28211.0,"turdid1"
"evfwar1","Evergreen-forest Warbler (Lopez's)",23922.0,"locust5"
"evfwar2","Evergreen-forest Warbler (Volcanic)",23926.0,"locust5"
"evfwar3","Evergreen-forest Warbler (Boulton's)",23927.0,"locust5"
"evfwar4","Evergreen-forest Warbler (Eastern)",23928.0,"locust5"
"evweye1","Everett's White-eye",25801.0,"zoster2"
"ewcspa1","White-crowned Sparrow (leucophrys)",33189.0,"passer3"
"eybhor1","Eastern Yellow-billed Hornbill",9671.0,"bucero1"
"eyethr","Eyebrowed Thrush",28586.0,"turdid1"
"eyjfly1","Eyebrowed Jungle Flycatcher",29340.0,"muscic3"
"eyrfla1","Eye-ringed Flatbill",16453.0,"tyrann2"
"eyrgra1","Eyrean Grasswren",17625.0,"maluri1"
"eyrthi1","Eye-ringed Thistletail",15448.0,"furnar2"
"eywbab1","Eyebrowed Wren-Babbler",26361.0,"pellor2"
"fabbow1","Fawn-breasted Bowerbird",17568.0,"ptilon1"
"fabbri1","Fawn-breasted Brilliant",4702.0,"trochi1"
"fabtan1","Fawn-breasted Tanager",34917.0,"thraup2"
"fabthr1","Fawn-breasted Thrush",28241.0,"turdid1"
"fabwax1","Fawn-breasted Waxbill",31290.0,"estril1"
"fabwax2","Fawn-breasted Waxbill (Fawn-breasted)",31292.0,"estril1"
"fabwax3","Fawn-breasted Waxbill (Abyssinian)",31291.0,"estril1"
"fabwax8","Fawn-breasted Waxbill (benguellensis)",31297.0,"estril1"
"fabwhi1","Fawn-breasted Whistler",19385.0,"pachyc2"
"fabwhi2","Fawn-breasted Whistler (Timor)",19386.0,"pachyc2"
"fabwre1","Fawn-breasted Wren",27569.0,"troglo1"
"faclar2","Fawn-colored Lark (Fawn-colored)",22451.0,"alaudi1"
"faclar8","Fawn-colored Lark",22450.0,"alaudi1"
"faecur","Far Eastern Curlew",6024.0,"scolop2"
"faifly1","Fairy Flycatcher",21905.0,"stenos1"
"faiger1","Fairy Gerygone",18437.0,"acanth2"
"faiger2","Fairy Gerygone (Black-throated)",18438.0,"acanth2"
"faiger3","Fairy Gerygone (Fairy)",18444.0,"acanth2"
"failor1","Fairy Lorikeet",12575.0,"psitta4"
"faimar2","Fairy Martin",24275.0,"hirund2"
"faipit1","Fairy Pitta",13384.0,"pittid1"
"faipri1","Fairy Prion",7160.0,"procel3"
"fairyw1","fairywren sp.",17696.0,"maluri1"
"faiter2","Australian Fairy Tern",6692.0,"larida1"
"fakhon1","Fakfak Honeyeater (undescribed form)",17924.0,"meliph3"
"falcon","falcon sp.",12141.0,"falcon1"
"falduc","Falcated Duck",509.0,"anatid1"
"falstd1","Falkland Steamer-Duck",435.0,"anatid1"
"falstd2","Falkland Steamer-Duck (Flightless)",436.0,"anatid1"
"falstd3","Falkland Steamer-Duck (Flying)",437.0,"anatid1"
"famcha1","Familiar Chat",29830.0,"muscic3"
"fansaw1","Fanti Sawwing",24021.0,"hirund2"
"fantai1","fantail sp.",20403.0,"rhipid1"
"fasant1","Fasciated Antshrike",13445.0,"thamno3"
"faseag1","Southern Banded Snake-Eagle",7987.0,"accipi1"
"faswre1","Fasciated Wren",27426.0,"troglo1"
"fatber1","Fan-tailed Berrypecker",21660.0,"melano1"
"fatcuc1","Fan-tailed Cuckoo",3351.0,"cuculi1"
"fatcuc4","Fan-tailed Cuckoo (New Caledonian)",3356.0,"cuculi1"
"fatcuc5","Fan-tailed Cuckoo (Vanuatu)",3357.0,"cuculi1"
"fatcuc6","Fan-tailed Cuckoo (Fiji)",3358.0,"cuculi1"
"fatcuc7","Fan-tailed Cuckoo (Sahul)",3352.0,"cuculi1"
"fatger1","Fan-tailed Gerygone",18478.0,"acanth2"
"fatger3","Rennell Gerygone",18483.0,"acanth2"
"fatgra1","Fan-tailed Grassbird",23904.0,"locust5"
"father1","Fasciated Tiger-Heron",7541.0,"ardeid1"
"fatmon1","Fatu Hiva Monarch",20812.0,"monarc2"
"fatrav1","Fan-tailed Raven",21621.0,"corvid1"
"fatwar","Fan-tailed Warbler",34224.0,"paruli1"
"fatwid1","Fan-tailed Widowbird",30980.0,"plocei1"
"fawbab1","Falcated Wren-Babbler",26360.0,"pellor2"
"fbfdov1","Flame-breasted Fruit-Dove",2594.0,"columb2"
"fbfeye1","Fringe-backed Fire-eye",13951.0,"thamno3"
"fbtbab1","Fluffy-backed Tit-Babbler",25933.0,"timali1"
"feaowl1","Fearful Owl",9294.0,"strigi1"
"feapet1","Cape Verde/Desertas Petrel",7121.0,"procel3"
"feapet2","Desertas Petrel",7120.0,"procel3"
"feapet3","Cape Verde Petrel",7119.0,"procel3"
"febant1","Ferruginous-backed Antbird",14041.0,"thamno3"
"feonig1","Feline Owlet-nightjar",3806.0,"aegoth1"
"fepbat1","Bioko Batis",19900.0,"platys1"
"fepoli1","Shelley's Oliveback",31216.0,"estril1"
"fepowl","Ferruginous Pygmy-Owl",9037.0,"strigi1"
"fepspe1","Bioko Speirops",25677.0,"zoster2"
"ferant1","Ferruginous Antbird",13860.0,"thamno3"
"ferbab1","Ferruginous Babbler",26271.0,"pellor2"
"ferduc","Ferruginous Duck",677.0,"anatid1"
"ferfli1","Fernandina's Flicker",11922.0,"picida1"
"ferfly1","Ferruginous Flycatcher",28789.0,"muscic3"
"ferhaw","Ferruginous Hawk",8535.0,"accipi1"
"ferlar2","Red Lark",22466.0,"alaudi1"
"fernbi1","New Zealand Fernbird",23855.0,"locust5"
"fernbi2","New Zealand Fernbird (New Zealand)",23856.0,"locust5"
"fernbi3","New Zealand Fernbird (Snares)",23861.0,"locust5"
"fernwr1","Fernwren",18251.0,"acanth2"
"ferpar2","Ferruginous Partridge",1177.0,"phasia1"
"ferpyo1","Ferruginous Pygmy-Owl (Ferruginous)",9038.0,"strigi1"
"ferpyo2","Ferruginous Pygmy-Owl (Tucuman)",9052.0,"strigi1"
"fescoq2","Butterfly Coquette",4448.0,"trochi1"
"fescoq3","Festive Coquette",4451.0,"trochi1"
"fespar1","Festive Amazon",12899.0,"psitta3"
"fespar2","Festive Amazon (Northern)",12900.0,"psitta3"
"fespar3","Festive Amazon (Southern)",12901.0,"psitta3"
"fhbfin1","Fulvous-headed Brushfinch",33517.0,"passer3"
"fibara1","Fiery-billed Aracari",10894.0,"rampha1"
"fibbus1","Fiery-breasted Bushshrike",20187.0,"malaco2"
"fibflo1","Fire-breasted Flowerpecker",30090.0,"dicaei1"
"fibflo12","Fire-breasted Flowerpecker (Fire-breasted)",30091.0,"dicaei1"
"fibflo3","Cambodian Flowerpecker",30095.0,"dicaei1"
"fibflo4","Fire-throated Flowerpecker",30096.0,"dicaei1"
"fibflo5","Sumatran Flowerpecker",30100.0,"dicaei1"
"fibflo8","Fire-breasted Flowerpecker (Taiwan)",30094.0,"dicaei1"
"fibmyn1","Fiery-browed Myna",27696.0,"sturni1"
"fibmyn2","Finch-billed Myna",27697.0,"sturni1"
"fibpic1","Fine-barred Piculet",11089.0,"picida1"
"fibwar1","Fiji Bush Warbler",25168.0,"scotoc1"
"fibwoo1","Fire-bellied Woodpecker",11273.0,"picida1"
"ficale2","Fire-crested Alethe",28942.0,"muscic3"
"ficale3","White-tailed Alethe",28941.0,"muscic3"
"ficbar1","Five-colored Barbet",10797.0,"capito2"
"ficedu1","Ficedula sp.",29598.0,"muscic3"
"ficman1","Fiery-capped Manakin",15815.0,"piprid1"
"ficmun1","Five-colored Munia",31161.0,"estril1"
"fictit1","Fire-capped Tit",21937.0,"parida1"
"fiediu1","Fire-eyed Diucon",17116.0,"tyrann2"
"fieldf","Fieldfare",28593.0,"turdid1"
"fiemin1","Fiery Minivet",18574.0,"campep2"
"fiespa","Field Sparrow",33002.0,"passer3"
"fietop1","Fiery Topaz",4223.0,"trochi1"
"fifbis1","Fire-fronted Bishop",30955.0,"plocei1"
"fifser1","Fire-fronted Serin",32577.0,"fringi1"
"fifthr1","Finsch's Flycatcher-Thrush",28152.0,"turdid1"
"fiipig1","Finsch's Imperial-Pigeon",2795.0,"columb2"
"fijgos1","Fiji Goshawk",8221.0,"accipi1"
"fijist1","Fiji Island-Thrush",28577.0,"turdid1"
"fijpar1","Fiji Parrotfinch",31188.0,"estril1"
"fijpet1","Fiji Petrel",7182.0,"procel3"
"fijshr1","Fiji Shrikebill",20823.0,"monarc2"
"fijshr2","Fiji Shrikebill (Manua)",20824.0,"monarc2"
"fijshr3","Fiji Shrikebill (Fiji)",20825.0,"monarc2"
"fijshr4","Fiji Shrikebill (Fortuna)",20835.0,"monarc2"
"fijshr5","Fiji Shrikebill (Dusky)",20836.0,"monarc2"
"fijwhi1","Yellow-throated Fiji Whistler",19413.0,"pachyc2"
"fijwhi7","Yellow-throated Fiji Whistler (Taveuni)",19422.0,"pachyc2"
"fijwoo1","Fiji Woodswallow",19735.0,"artami1"
"fimbow1","Fire-maned Bowerbird",17552.0,"ptilon1"
"finbul1","Finsch's Bulbul",24493.0,"pycnon4"
"finch1","finch sp.",32662.0,"fringi1"
"finduc1","Finsch's Duck",460.0,"anatid1"
"fineup1","Finsch's Euphonia",32009.0,"fringi1"
"finfra2","Finsch's Francolin",1678.0,"phasia1"
"finnig1","Fiery-necked Nightjar",3682.0,"caprim2"
"finnig6","Fiery-necked Nightjar (Fiery-necked)",3684.0,"caprim2"
"finwhe1","Finsch's Wheatear",29869.0,"muscic3"
"fiopen1","Fiordland Penguin",6961.0,"spheni1"
"fippar1","Finsch's Pygmy-Parrot",12253.0,"psitta4"
"firecr1","Common Firecrest",26875.0,"reguli1"
"firecr3","Madeira Firecrest",26874.0,"reguli1"
"firefi1","firefinch sp.",31440.0,"estril1"
"fireth1","Firethroat",29460.0,"muscic3"
"firgat1","Firewood-gatherer",15371.0,"furnar2"
"fiscro","Fish Crow",21570.0,"corvid1"
"fisfan1","Fiji Streaked Fantail",20375.0,"rhipid1"
"fisfly1","Fiscal Flycatcher",28916.0,"muscic3"
"fisgre1","Fischer's Greenbul",24430.0,"pycnon4"
"fislar1","Fischer's Sparrow-Lark",22428.0,"alaudi1"
"fislov1","Fischer's Lovebird",12748.0,"psitta4"
"fislov2","Fischer's Lovebird (Domestic type)",12749.0,"psitta4"
"fispar1","Fiery-shouldered Parakeet",13052.0,"psitta3"
"fisspa","Five-striped Sparrow",33015.0,"passer3"
"fissta1","Fischer's Starling",27971.0,"sturni1"
"fistur1","Fischer's Turaco",3011.0,"musoph1"
"fistur2","Fischer's Turaco (Fischer's)",3012.0,"musoph1"
"fistur3","Fischer's Turaco (Zanzibar)",3013.0,"musoph1"
"fiswoo1","Fine-spotted Woodpecker",11725.0,"picida1"
"fitawl1","Fiery-tailed Awlbill",4381.0,"trochi1"
