speciesCode,comName,taxonOrder,familyCode
"arcroc2","Archer's Robin-Chat (Kabobo)",29205.0,"muscic3"
"arcter","Arctic Tern",6733.0,"larida1"
"arcwar","Japanese Leaf/Arctic/Kamchatka Leaf Warbler",24945.0,"phyllo4"
"arcwar1","Arctic Warbler",24941.0,"phyllo4"
"arcwar2","Kamchatka Leaf Warbler",24943.0,"phyllo4"
"arcwar3","Japanese Leaf Warbler",24940.0,"phyllo4"
"ardea1","Ardea sp.",7781.0,"ardeid1"
"arfast1","Arfak Astrapia",20628.0,"paradi7"
"arfcat1","Black-eared Catbird (Arfak)",17530.0,"ptilon1"
"arfhon1","Arfak Honeyeater",17916.0,"meliph3"
"argspa2","Arabian Golden Sparrow",31617.0,"passer4"
"ariant1","Aripuana Antbird (undescribed form)",14036.0,"thamno3"
"ariwoo","Arizona Woodpecker",11463.0,"picida1"
"arizel1","Arizelocichla sp.",24370.0,"pycnon4"
"armbab1","Arrow-marked Babbler",26680.0,"leioth1"
"armgul1","Armenian Gull",6560.0,"larida1"
"arncha1","Arnot's Chat (Angola)",29780.0,"muscic3"
"arncha2","Arnot's Chat (Arnot's)",29781.0,"muscic3"
"arrcha1","Archer's Robin-Chat",29203.0,"muscic3"
"arrpic1","Arrowhead Piculet",11053.0,"picida1"
"arrspi1","Tocantins Spinetail (undescribed form)",15565.0,"furnar2"
"arrwar1","Arrowhead Warbler",34056.0,"paruli1"
"artspi1","Araucaria Tit-Spinetail",15342.0,"furnar2"
"asbant1","Ash-breasted Antbird",13959.0,"thamno3"
"asbfly","Asian Brown Flycatcher",28790.0,"muscic3"
"asbfly1","Ashy-breasted Flycatcher",28795.0,"muscic3"
"asbfly2","Asian Brown Flycatcher (Northern)",28791.0,"muscic3"
"asbfly3","Asian Brown Flycatcher (Southern)",28792.0,"muscic3"
"asbowl1","Asian Barred Owlet",9065.0,"strigi1"
"asbspi1","Ash-browed Spinetail",15522.0,"furnar2"
"asbwhe1","Ashy-bellied White-eye",25760.0,"zoster2"
"asbwhe2","Ashy-bellied White-eye (Yellow-bellied)",25761.0,"zoster2"
"asbwhe6","Ashy-bellied White-eye (Ashy-bellied)",25762.0,"zoster2"
"asccra1","Ascension Crake",5328.0,"rallid1"
"asccuc1","Ash-colored Cuckoo",3216.0,"cuculi1"
"ascspl1","Ashy-crowned Sparrow-Lark",22419.0,"alaudi1"
"asctap1","Ash-colored Tapaculo",14391.0,"rhinoc1"
"asdwar1","Asian Desert Warbler",25340.0,"sylvii1"
"asecuc1","Asian Emerald Cuckoo",3298.0,"cuculi1"
"asfblu1","Asian Fairy-bluebird",30644.0,"irenid1"
"asfbul1","Ashy-fronted Bulbul",24684.0,"pycnon4"
"asfowl1","Ashy-faced Owl",8648.0,"tytoni1"
"asgsta1","Asian Glossy Starling",27730.0,"sturni1"
"asgwea2","Asian Golden Weaver",30910.0,"plocei1"
"ashant1","Ashy Antwren",13764.0,"thamno3"
"ashbab1","Ashy-headed Babbler",26248.0,"pellor2"
"ashbul1","Ashy Bulbul",24512.0,"pycnon4"
"ashbul2","Ashy Bulbul (Ashy)",24513.0,"pycnon4"
"ashbul4","Cinereous Bulbul (Cinereous)",24520.0,"pycnon4"
"ashbul5","Cinereous Bulbul (Green-winged)",24521.0,"pycnon4"
"ashbul6","Ashy Bulbul (Brown-backed)",24518.0,"pycnon4"
"ashcis1","Ashy Cisticola",23423.0,"cistic2"
"ashcus2","Madagascar Cuckooshrike",18650.0,"campep2"
"ashcus3","Comoro Cuckooshrike",18647.0,"campep2"
"ashdro1","Ashy Drongo",20442.0,"dicrur1"
"ashdro13","Ashy Drongo (White-cheeked)",20454.0,"dicrur1"
"ashdro14","Ashy Drongo (White-lored)",20455.0,"dicrur1"
"ashdro15","Ashy Drongo (Hainan)",20456.0,"dicrur1"
"ashdro2","Ashy Drongo (Sooty)",20448.0,"dicrur1"
"ashdro20","Ashy Drongo (Blackish/Sooty)",20443.0,"dicrur1"
"ashdro3","Ashy Drongo (Hainan/White-cheeked/White-lored)",20453.0,"dicrur1"
"ashdro4","Ashy Drongo (Blackish)",20444.0,"dicrur1"
"ashdro5","Ashy Drongo (Sumatran)",20457.0,"dicrur1"
"ashdro6","Ashy Drongo (Bornean)",20462.0,"dicrur1"
"ashflo1","Ashy Flowerpecker",30056.0,"dicaei1"
"ashfly1","Ashy Flycatcher",28907.0,"muscic3"
"ashgoo1","Ashy-headed Goose",409.0,"anatid1"
"ashgre1","Ashy-headed Greenlet",19084.0,"vireon1"
"ashlar1","Somali Lark (Ash's)",22578.0,"alaudi1"
"ashlau1","Ashy-headed Laughingthrush",26606.0,"leioth1"
"ashmar1","Asian House-Martin",24220.0,"hirund2"
"ashmin1","Ashy Minivet",18638.0,"campep2"
"ashmyz1","Ashy Myzomela",17953.0,"meliph3"
"ashpri1","Ashy Prinia",23272.0,"cistic2"
"ashrob2","Black-capped Robin",21811.0,"petroi2"
"ashsta2","Ashy Starling",27957.0,"sturni1"
"ashtai1","Ashy Tailorbird",23168.0,"cistic2"
"ashthr1","Ashy Thrush",28392.0,"turdid1"
"ashtit2","Ashy Tit",22259.0,"parida1"
"ashtyr1","Ashy-headed Tyrannulet",16793.0,"tyrann2"
"ashwoo1","Ashy Woodpecker",11742.0,"picida1"
"ashwoo2","Ashy Woodswallow",19734.0,"artami1"
"asibar1","asian barbet sp.",10783.0,"megala2"
"asibro1","asian broadbill sp.",13296.0,"euryla1"
"asidow1","Asian Dowitcher",6056.0,"scolop2"
"asidrc2","Fork-tailed Drongo-Cuckoo",3402.0,"cuculi1"
"asidrc3","Square-tailed Drongo-Cuckoo",3409.0,"cuculi1"
"asidrc4","Moluccan Drongo-Cuckoo",3414.0,"cuculi1"
"asifab2","Palawan Fairy-bluebird",30650.0,"irenid1"
"asifri1","Ascension Frigatebird",7314.0,"fregat1"
"asikoe2","Asian Koel",3269.0,"cuculi1"
"asikoe3","Pacific Koel",3279.0,"cuculi1"
"asio1","Asio sp.",9295.0,"strigi1"
"asiope1","Asian Openbill",7279.0,"ciconi2"
"asirof6","Asian Rosy-Finch (Silver-winged)",32289.0,"fringi1"
"asirof7","Asian Rosy-Finch (Tawny-naped)",32293.0,"fringi1"
"asistu1","Asian Stubtail",25085.0,"scotoc1"
"asitro1","asian trogon sp.",9502.0,"trogon1"
"asnher1","Ascension Night Heron",7619.0,"ardeid1"
"aspfly1","Indian Paradise-Flycatcher",20745.0,"monarc2"
"aspsta2","Indian Pied Starling",27834.0,"sturni1"
"aspsta3","Javan Pied Starling",27839.0,"sturni1"
"aspsta7","Siamese Pied Starling",27838.0,"sturni1"
"aspswi1","Asian Palm Swift",4173.0,"apodid1"
"asrfin1","Asian Rosy-Finch",32288.0,"fringi1"
"asslau1","Assam Laughingthrush",26478.0,"leioth1"
"asspet","Ashy Storm-Petrel",7063.0,"hydrob1"
"astant1","Ash-throated Antwren",13794.0,"thamno3"
"astbut1","Ashy-throated Chlorospingus (Olive-crowned)",32858.0,"passer3"
"astbut2","Ashy-throated Chlorospingus (Ashy-throated)",32859.0,"passer3"
"astcas2","Ash-throated Casiornis",17270.0,"tyrann2"
"astcra1","Ash-throated Crake",5422.0,"rallid1"
"astfly","Ash-throated Flycatcher",17323.0,"tyrann2"
"astgna1","Ash-throated Gnateater",14175.0,"conopo1"
"astpar1","Ashy-throated Parrotbill",25510.0,"parado1"
"astrap1","Astrapia sp.",20635.0,"paradi7"
"astswi1","Ashy-tailed Swift",3909.0,"apodid1"
"astwar2","Ashy-throated Warbler",24797.0,"phyllo4"
"aswant1","Ash-winged Antwren",13440.0,"thamno3"
"aswpig1","Ashy Wood-Pigeon",1908.0,"columb2"
"atbtan1","Ashy-throated Chlorospingus",32857.0,"passer3"
"atfdov1","Atoll Fruit-Dove",2733.0,"columb2"
"athscr1","Atherton Scrubwren",18323.0,"acanth2"
"atigre1","Atitlan Grebe",6859.0,"podici1"
"atiswi1","Atiu Swiftlet",4050.0,"apodid1"
"atlape1","Atlapetes sp.",33519.0,"passer3"
"atlbra1","Brant (Pale-bellied)",316.0,"anatid1"
"atlfly1","Atlas Flycatcher",29563.0,"muscic3"
"atlpet1","Atlantic Petrel",7136.0,"procel3"
"atlpuf","Atlantic Puffin",6379.0,"alcida1"
"atosta1","Atoll Starling",27707.0,"sturni1"
"attila1","attila sp.",17261.0,"tyrann2"
"attprc1","Greater Prairie-Chicken (Attwater's)",1340.0,"phasia1"
"attwoo1","American Three-toed Woodpecker",11216.0,"picida1"
"attwoo2","American Three-toed Woodpecker (Rocky Mts.)",11217.0,"picida1"
"attwoo3","American Three-toed Woodpecker (Northwest)",11218.0,"picida1"
"attwoo4","American Three-toed Woodpecker (Eastern)",11219.0,"picida1"
"audgul1","Audouin's Gull",6500.0,"larida1"
"audori","Audubon's Oriole",33762.0,"icteri1"
"audori1","Audubon's Oriole (Audubon's)",33763.0,"icteri1"
"audori2","Audubon's Oriole (Dickey's)",33766.0,"icteri1"
"audshe","Sargasso Shearwater",7247.0,"procel3"
"audshe3","Galapagos Shearwater",7217.0,"procel3"
"audwar","Yellow-rumped Warbler (Audubon's)",34161.0,"paruli1"
"augbuz1","Augur Buzzard (Augur)",8539.0,"accipi1"
"augbuz2","Augur Buzzard",8538.0,"accipi1"
"auimer1","Auckland Islands Merganser",761.0,"anatid1"
"auirai1","Auckland Islands Rail",5348.0,"rallid1"
"auisha1","Auckland Islands Shag",7444.0,"phalac1"
"auitea1","Auckland Islands Teal",649.0,"anatid1"
"auklet","auklet sp.",6392.0,"alcida1"
"aukpar1","Australian King-Parrot",12265.0,"psitta4"
"aulaco1","Aulacorhynchus sp.",10870.0,"rampha1"
"aumowl1","Australian Masked-Owl",8584.0,"tytoni1"
"auonig1","Australian Owlet-nightjar",3814.0,"aegoth1"
"aupowl1","Austral Pygmy-Owl",9053.0,"strigi1"
"aurwar1","Australian Reed Warbler",23728.0,"acroce2"
"ausbit1","Australasian Bittern",7559.0,"ardeid1"
"ausbla1","Austral Blackbird",33910.0,"icteri1"
"ausbrt1","Australian Brushturkey",795.0,"megapo1"
"ausbru1","Australian Brushturkey (Purple-pouched)",796.0,"megapo1"
"ausbru2","Australian Brushturkey (Yellow-pouched)",797.0,"megapo1"
"ausbus1","Australian Bustard",2922.0,"otidid1"
"ausbus2","Singing Bushlark (Australasian)",22493.0,"alaudi1"
"auscan1","Austral Canastero",15391.0,"furnar2"
"auscat1","australasian catbird sp.",17534.0,"ptilon1"
"auscra1","Australian Crake",5457.0,"rallid1"
"ausfig1","Australasian Figbird",19708.0,"orioli1"
"ausfig2","Australasian Figbird (Kai)",19709.0,"orioli1"
"ausfig3","Australasian Figbird (Papuan)",19713.0,"orioli1"
"ausfig6","Australasian Figbird (Green)",19714.0,"orioli1"
"ausfig7","Australasian Figbird (Yellow)",19710.0,"orioli1"
"ausgan1","Australasian Gannet",7335.0,"sulida1"
"ausgre1","Australasian Grebe",6840.0,"podici1"
"ausgro1","Australasian Grass-Owl",8603.0,"tytoni1"
"aushob1","Australian Hobby",12080.0,"falcon1"
"ausibi1","Australian Ibis",7498.0,"thresk1"
"auskes1","Nankeen Kestrel",12021.0,"falcon1"
"auskit1","Black-shouldered Kite",7852.0,"accipi1"
"ausmag1","Australian Magpie (Papuan)",19794.0,"artami1"
"ausmag2","Australian Magpie",19793.0,"artami1"
"ausmag3","Australian Magpie (Black-backed)",19795.0,"artami1"
"ausmag4","Australian Magpie (Black-backed x Western)",19801.0,"artami1"
"ausmag5","Australian Magpie (Black-backed x White-backed)",19805.0,"artami1"
"ausmag6","Australian Magpie (Western)",19800.0,"artami1"
"ausmag7","Australian Magpie (White-backed)",19802.0,"artami1"
"ausmag8","Australian Magpie (Tasmanian)",19806.0,"artami1"
"ausneg1","Austral Negrito",17046.0,"tyrann2"
"auspar1","Austral Parakeet",13076.0,"psitta3"
"auspas1","Australian Painted-Snipe",5984.0,"rostra1"
"auspel1","Australian Pelican",7801.0,"peleca1"
"auspip12","New Zealand Pipit (Antipodes)",31751.0,"motaci1"
"auspip13","Australian Pipit (Papuan)",31739.0,"motaci1"
"auspip14","Australian Pipit (Australian)",31742.0,"motaci1"
"auspip2","Australian Pipit",31738.0,"motaci1"
"auspip3","New Zealand Pipit",31746.0,"motaci1"
"auspra1","Australian Pratincole",6343.0,"glareo1"
"ausrai1","Austral Rail",5307.0,"rallid1"
"ausrav1","Australian Raven",21608.0,"corvid1"
"ausrav2","Australian Raven (Eastern)",21609.0,"corvid1"
"ausrav3","Australian Raven (Western)",21610.0,"corvid1"
"ausrin1","Australian Ringneck (Twenty-eight x Port Lincoln)",12477.0,"psitta4"
"ausrin2","Australian Ringneck (Port Lincoln x Mallee)",12478.0,"psitta4"
"ausshe1","Australian Shelduck",424.0,"anatid1"
"aussho1","Australasian Shoveler",498.0,"anatid1"
"ausswi1","Australian Swiftlet",4007.0,"apodid1"
"austhr1","Austral Thrush",28692.0,"turdid1"
"austhr2","Austral Thrush (Magellan)",28693.0,"turdid1"
"austhr3","Austral Thrush (Falkland)",28696.0,"turdid1"
"austre1","australian treecreeper sp.",17595.0,"climac1"
"automo1","Automolus sp.",15285.0,"furnar2"
"ayaant1","Ayacucho Antpitta",14270.0,"gralla2"
"ayebul1","Ayeyarwady Bulbul",24688.0,"pycnon4"
"ayheag1","Ayres's Hawk-Eagle",8045.0,"accipi1"
"aythya1","Aythya sp.",709.0,"anatid1"
"ayweye3","Australian Yellow White-eye",25766.0,"zoster2"
"azaspi1","Azara's Spinetail",15635.0,"furnar2"
"azbpit1","Azure-breasted Pitta",13403.0,"pittid1"
"azchum1","Azure-crowned Hummingbird",5053.0,"trochi1"
"azchum2","Azure-crowned Hummingbird (Azure-crowned)",5054.0,"trochi1"
"azchum3","Azure-crowned Hummingbird (Mosquitia)",5055.0,"trochi1"
"azhjay1","Azure-hooded Jay",21199.0,"corvid1"
"aznjay1","Azure-naped Jay",21262.0,"corvid1"
"aznjay2","Azure-naped Jay (Azure-naped)",21263.0,"corvid1"
"azrpar1","Blue-backed/Azure-rumped Parrot",12432.0,"psitta4"
"azrpar8","Blue-backed Parrot",12424.0,"psitta4"
"azrpar9","Azure-rumped Parrot",12429.0,"psitta4"
"azrtan1","Azure-rumped Tanager",34992.0,"thraup2"
"azstan1","Azure-shouldered Tanager",34954.0,"thraup2"
"aztthr","Aztec Thrush",28355.0,"turdid1"
"azugal1","Azure Gallinule",5516.0,"rallid1"
"azujay1","Azure Jay",21227.0,"corvid1"
"azukin1","Azure Kingfisher",9940.0,"alcedi1"
"azumog1","Azuero Mountain-gem (undescribed form)",4761.0,"trochi1"
"azutit1","Azure Tit (Azure)",22133.0,"parida1"
"azutit2","Azure Tit",22132.0,"parida1"
"azuwar1","Azuero Warbler (undescribed form)",34242.0,"paruli1"
"azwmag1","Azure-winged Magpie (Azure-winged)",21392.0,"corvid1"
"azwmag2","Azure-winged Magpie",21391.0,"corvid1"
"azwmag3","Iberian Magpie",21390.0,"corvid1"
"azwmag4","Azure-winged Magpie (Japanese)",21400.0,"corvid1"
"babble1","Timaliidae sp.",26137.0,"timali1"
"babcra1","Band-bellied Crake",5583.0,"rallid1"
"babcuc19","Mindoro Cuckooshrike",18745.0,"campep2"
"babcuc2","Banded Bay Cuckoo",3360.0,"cuculi1"
"babcuc24","Sulu Cuckooshrike",18750.0,"campep2"
"babcuc25","Bar-bellied Cuckooshrike (Roving)",18733.0,"campep2"
"babcuc3","Bar-bellied Cuckooshrike (Philippine)",18741.0,"campep2"
"babcuc4","Bay-breasted Cuckoo",3247.0,"cuculi1"
"babcuc5","Visayan Cuckooshrike",18746.0,"campep2"
"babcus1","Bar-bellied Cuckooshrike",18732.0,"campep2"
"babfir1","Bar-breasted Firefinch",31432.0,"estril1"
"babhon1","Bar-breasted Honeyeater",17902.0,"meliph3"
"babowl1","Band-bellied Owl",8905.0,"strigi1"
"babpar1","Bar-backed Partridge",1212.0,"phasia1"
"babpic1","Bar-breasted Piculet",11018.0,"picida1"
"babpit1","Bar-bellied Pitta",13374.0,"pittid1"
"babshr1","Bay-backed Shrike",21066.0,"laniid1"
"babsta1","Babbling Starling",27929.0,"sturni1"
"babsta2","Babbling Starling (Western)",27930.0,"sturni1"
"babsta3","Babbling Starling (Eastern)",27931.0,"sturni1"
"babtan1","Blue-and-black Tanager",35036.0,"thraup2"
"babtan2","Blue-and-black Tanager (Blue-and-black)",35037.0,"thraup2"
"babtan3","Blue-and-black Tanager (Spot-bellied)",35040.0,"thraup2"
"babwar","Bay-breasted Warbler",34083.0,"paruli1"
"babwoo1","Bar-bellied Woodcreeper",14741.0,"furnar2"
"babwoo2","Bar-bellied Woodpecker",11503.0,"picida1"
"babwoo3","Black-and-buff Woodpecker",11594.0,"picida1"
"babwre1","Band-backed Wren",27383.0,"troglo1"
"babwre10","Band-backed Wren (Costa Rican)",27388.0,"troglo1"
"babwre11","Band-backed Wren (Mesoamerican)",27384.0,"troglo1"
"babwre9","Band-backed Wren (Colombian)",27391.0,"troglo1"
"bacant1","Bare-crowned Antbird",13979.0,"thamno3"
"bacant2","Bar-crested Antshrike",13518.0,"thamno3"
"bacbab1","Bare-cheeked Babbler",26687.0,"leioth1"
"bacdov1","Barred Cuckoo-Dove",2078.0,"columb2"
"bacdro1","Bacan Drongo (undescribed form)",20528.0,"dicrur1"
"baceag2","Black-and-chestnut Eagle",8028.0,"accipi1"
"bacfan1","Black-and-cinnamon Fantail",20213.0,"rhipid1"
"bacori1","Black-and-crimson Oriole",19692.0,"orioli1"
"bacori3","Javan Oriole",19696.0,"orioli1"
"bacspa","Bachman's Sparrow",32938.0,"passer3"
"bactro1","Bare-cheeked Trogon",9454.0,"trogon1"
"bacwar","Bachman's Warbler",33955.0,"paruli1"
"baeant1","Bare-eyed Antbird",14093.0,"thamno3"
"baemyn1","Bare-eyed Myna",27791.0,"sturni1"
"baeowl1","Barred Eagle-Owl",8990.0,"strigi1"
"baepig2","Bare-eyed Pigeon",1952.0,"columb2"
"baepoc1","Baer's Pochard",681.0,"anatid1"
"baerai1","Bare-eyed Rail",5350.0,"rallid1"
"baerob1","Spectacled Thrush",28761.0,"turdid1"
"bafbul1","Bare-faced Bulbul",24654.0,"pycnon4"
"bafcur1","Bare-faced Curassow",939.0,"cracid2"
"bafcur2","Bare-faced Curassow (Belem)",940.0,"cracid2"
"bafcur3","Bare-faced Curassow (Bare-faced)",941.0,"cracid2"
"baffal1","Barred Forest-Falcon",11947.0,"falcon1"
"bafgab1","Bare-faced Go-away-bird (Brown-faced)",2976.0,"musoph1"
"bafgab2","Bare-faced Go-away-bird (Black-faced)",2977.0,"musoph1"
"bafibi1","Bare-faced Ibis",7478.0,"thresk1"
"bafrai2","Blue-faced Rail",5349.0,"rallid1"
"bagbab2","Bagobo Robin",29339.0,"muscic3"
"bagcot1","Black-and-gold Cotinga",15935.0,"coting1"
"bagcuc1","Banded Ground-Cuckoo",3050.0,"cuculi1"
"bagtan1","Blue-and-gold Tanager",34830.0,"thraup2"
"bagtan2","Black-and-gold Tanager",34833.0,"thraup2"
"bagwea1","Baglafecht Weaver",30760.0,"plocei1"
"bagwea2","Baglafecht Weaver (Baglafecht)",30761.0,"plocei1"
"bagwea3","Baglafecht Weaver (Emin's)",30765.0,"plocei1"
"bagwea4","Baglafecht Weaver (Reichenow's)",30766.0,"plocei1"
"bagwea5","Baglafecht Weaver (Stuhlmann's)",30767.0,"plocei1"
"bahant1","Bahia Antwren",13789.0,"thamno3"
"bahgoo","Bar-headed Goose",265.0,"anatid1"
"bahlau1","Bare-headed Laughingthrush",26002.0,"timali1"
"bahmoc","Bahama Mockingbird",28082.0,"mimida2"
"bahnig1","Bahian Nighthawk",3521.0,"caprim2"
"bahspi1","Bahia Spinetail",15600.0,"furnar2"
"bahswa","Bahama Swallow",24079.0,"hirund2"
"bahtan1","Bay-headed Tanager",35088.0,"thraup2"
"bahtan2","Bay-headed Tanager (Bay-and-blue)",35089.0,"thraup2"
"bahtan3","Bay-headed Tanager (Bay-and-green)",35096.0,"thraup2"
"bahtan4","Bay-headed Tanager (Bay-headed)",35099.0,"thraup2"
"bahtap1","Bahia Tapaculo",14393.0,"rhinoc1"
"bahtre1","Bahia Treehunter (undescribed form)",15132.0,"furnar2"
"bahtyr1","Bahia Tyrannulet",16267.0,"tyrann2"
"bahwoo","Bahama Woodstar",4808.0,"trochi1"
"bahyel1","Bahama Yellowthroat",34023.0,"paruli1"
"baicra1","Baillon's Crake",5589.0,"rallid1"
"baicra2","Baillon's Crake (Western)",5590.0,"rallid1"
"baicra3","Baillon's Crake (Eastern)",5591.0,"rallid1"
"baicra4","Baillon's Crake (Australasian)",5592.0,"rallid1"
"baifly1","Baird's Flycatcher",17428.0,"tyrann2"
"baipig1","Baker's Imperial-Pigeon",2813.0,"columb2"
"baisan","Baird's Sandpiper",6217.0,"scolop2"
"baispa","Baird's Sparrow",33270.0,"passer3"
"baitea","Baikal Teal",478.0,"anatid1"
"baitro1","Baird's Trogon",9542.0,"trogon1"
"bakind1","Barka Indigobird",31465.0,"viduid1"
"baleag","Bald Eagle",8367.0,"accipi1"
"balibi1","Southern Bald Ibis",7507.0,"thresk1"
"balica1","Balicassiao",20500.0,"dicrur1"
"balica2","Balicassiao (Balicassiao)",20501.0,"dicrur1"
"balica3","Balicassiao (Visayan)",20504.0,"dicrur1"
"balmal2","Gola Malimbe",30732.0,"plocei1"
"balmyn1","Bali Myna",27842.0,"sturni1"
"balori","Baltimore Oriole",33770.0,"icteri1"
"balowl","Bare-legged Owl",8887.0,"strigi1"
"balpar1","Bald Parrot",12870.0,"psitta3"
"balshe1","Balearic Shearwater",7224.0,"procel3"
"balspi1","Bat-like Spinetail",3877.0,"apodid1"
"balswi1","Bare-legged Swiftlet",4019.0,"apodid1"
"balwar1","Balearic Warbler",25377.0,"sylvii1"
"bamant1","Bamboo Antshrike",13449.0,"thamno3"
"bamant2","Ihering's Antwren (Bamboo)",13762.0,"thamno3"
"bamapa1","Bamenda Apalis",23114.0,"cistic2"
"bamwoo1","Bamboo Woodpecker",11599.0,"picida1"
"banana","Bananaquit",35644.0,"thraup2"
"banana10","Bananaquit (Los Roques)",35667.0,"thraup2"
"banana11","Bananaquit (Puerto Rico)",35654.0,"thraup2"
"banana3","Bananaquit (Quintana Roo)",35646.0,"thraup2"
"banana4","Bananaquit (Bahamas)",35645.0,"thraup2"
"banana49","Bananaquit (St. Vincent and Grenada)",35664.0,"thraup2"
"banana5","Bananaquit (Continental)",35671.0,"thraup2"
"banana6","Bananaquit (Greater Antillean)",35647.0,"thraup2"
"banana8","Bananaquit (laurae/melanornis)",35668.0,"thraup2"
"banana9","Bananaquit (Lesser Antillean)",35658.0,"thraup2"
"banant1","Bananal Antbird",13935.0,"thamno3"
"banant2","Banded Antbird",13785.0,"thamno3"
"banbar1","Banded Barbet",10646.0,"lybiid1"
"banbro1","Banded Broadbill",13287.0,"euryla1"
"banbro2","Banded Broadbill (Banded)",13288.0,"euryla1"
"banbro3","Banded Broadbill (Javan)",13293.0,"euryla1"
"bancor1","Bank Cormorant",7395.0,"phalac1"
"bancot1","Banded Cotinga",15926.0,"coting1"
"bancro1","Banggai Crow",21528.0,"corvid1"
"banfru1","Bare-necked Fruitcrow",15955.0,"coting1"
"banhon1","Banded Honeyeater",18076.0,"meliph3"
"banjuf1","Banggai Jungle Flycatcher",29194.0,"muscic3"
"bankes1","Banded Kestrel",12051.0,"falcon1"
"bankin1","Banded Kingfisher",10022.0,"alcedi1"
"bankin2","Banded Kingfisher (Banded)",10023.0,"alcedi1"
"bankin3","Banded Kingfisher (Black-faced)",10027.0,"alcedi1"
"banlap1","Banded Lapwing",5890.0,"charad1"
"banmar1","Banded Martin",24030.0,"hirund2"
"banmyn1","Bank Myna",27862.0,"sturni1"
"banmyz1","Banda Myzomela",17999.0,"meliph3"
"banmyz2","Banda Myzomela (Banda Islands)",18000.0,"meliph3"
"banmyz3","Banda Myzomela (Tanimbar)",18001.0,"meliph3"
"banmyz4","Banda Myzomela (Babar)",18002.0,"meliph3"
"banpit2","Javan Banded-Pitta",13367.0,"pittid1"
"banpit3","Malayan Banded-Pitta",13366.0,"pittid1"
"banpit4","Bornean Banded-Pitta",13368.0,"pittid1"
"banpri1","Banded Prinia",23319.0,"cistic2"
"banpri2","Banded Prinia (Banded)",23320.0,"cistic2"
"banpri3","Banded Prinia (Black-faced)",23323.0,"cistic2"
"banqua1","Banded Quail",1025.0,"odonto1"
"banscw1","Bangwa Warbler",23915.0,"locust5"
"bansti1","Banded Stilt",5776.0,"recurv1"
"bansun1","Banded Sunbird",30195.0,"nectar1"
"bansun3","Bannerman's Sunbird",30222.0,"nectar1"
"banswa","Bank Swallow",24051.0,"hirund2"
"bantur1","Bannerman's Turaco",2998.0,"musoph1"
"banumb1","Bare-necked Umbrellabird",15917.0,"coting1"
"banwar2","Banded Parisoma",25295.0,"sylvii1"
"banwea1","Bannerman's Weaver",30772.0,"plocei1"
"banwhi1","Banded Whiteface",18375.0,"acanth2"
"banwoo2","Banded Woodpecker",11684.0,"picida1"
"banwre1","Banded Wren",27515.0,"troglo1"
"barant1","Barred Antshrike",13491.0,"thamno3"
"barant16","Barred Antthrush (Barred)",14529.0,"formic2"
"barant17","Barred Antthrush (Yungas)",14530.0,"formic2"
"barant2","Barred Antthrush",14528.0,"formic2"
"barant3","Barred Antshrike (Caatinga)",13504.0,"thamno3"
